Field Spaniel,"The sturdy, medium-sized Field Spaniel dog breed was originally developed to retrieve game from land or water. Today, while he retains his excellent hunting skills, he is mainly a family companion and show dog and is rarely seen in the field. He loves people and is a loyal family friend.",S,,,,,,,,,
Finnish Lapphund,"Believe it or not, this hard-working dog breed earned his keep herding reindeer in his native Lapland, in the far north of",M,,,,,,,,,
Finnish Spitz,"Finnish Spitz were originally were bred to hunt a variety of small and large game, and then bark when they found something. Today they’re considered “talkative” companions who will keep you apprised of just about everything going on in your surroundings.",S,,,,,,,,,
Flat-Coated Retriever,"The Flat-Coated Retriever was originally developed as a dual-purpose retriever of game on land and from water, and he’s still popular for that purpose today. He also competes in obedience, rally, and agility, is a super therapy dog, and is an ideal companion for people who are looking for an active dog breed.",M,,,,,,,,,
Fox Terrier,"Fox Terriers were originally bred to flush foxes out of their hiding places during fox hunts. Today they’re primarily family companions and show dogs, although you’ll occasionally find them in the hunt country of the northeastern United States, still performing their traditional role.",S,,,,,,,,,
French Bulldog,"The French Bulldog has enjoyed a long history as a companion dog. Created in England to be a miniature Bulldog, he accompanied English lacemakers to France, where he acquired his Frenchie moniker. Besides being a companion, he once served as an excellent ratter, but today his job focuses on being a fabulous family friend and show dog. He’s a rare dog breed, so expect to put in some time on a waiting list before you’re able to bring one home.",S,,,,,,,,,
French Spaniel,"The French Spaniel is a pure breed dog from France and Canada. These dogs are sociable, intelligent, and gentle, which make up some of the best qualities in any pooch.

The French Spaniel goes by several names, including Epagneul Francais, French Setter, and Canadian Setter. Despite their unfortunate status as a designer breed, you can find these pure breed dogs in shelters and rescues, so remember to adopt! Don’t shop!


These beautiful dogs make great companions for those who are naturally active. They are not well-suited for apartment living as they need space to run and expend their energy. They are great pets for any type of household, including families with children of all ages. If you want an energetic and active dog who will keep you on your toes, then this breed might be right for you!",M,,,,,,,,,
German Pinscher,"The German Pinscher dog breed is muscular and agile, powerful yet graceful. A medium-sized dog with an elegant appearance, he’s admired as much for his beauty as for his intelligence. He’s a working breed and guard dog, and a devoted and loving family dog.",S,,,,,,,,,
German Shepherd Dog,"The German Shepherd Dog is one of America’s most popular dog breeds—for good reason.

They’re intelligent and capable working dogs. Their devotion and courage are unmatched. And they’re amazingly versatile, excelling at most anything they’re trained to do: guide and assistance work for the handicapped, police and military service, herding, search and rescue, drug detection, competitive obedience, and–last but not least–faithful companion.",L,,,,,,,,,
German Sheprador,"The German Sheprador is a mixed breed dog–a cross between the German Shepherd and Labrador Retriever dog breeds. Large, energetic, and loyal, these pups inherited some of the best qualities from both of their parents.

The German Sheprador is also called the Labrashepherd. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed-specific rescues, so remember to adopt! Don’t shop!


German Shepradors are not a great choice for novice pet owners, but if you’re looking for a watch dog and family companion, please step right up! Big homes with yards are ideal but not required, as long as they exercise. While Shepradors are not excessively barky they will alert when strangers approach. They’re protective of their loved ones and friendly with people, children, and other dogs. Don’t leave them alone for long periods, though, or else they may become bored and destructive. Read on to learn more about the German Sheprador.",L,,,,,,,,,
German Shorthaired Pointer,"This versatile sporting dog breed hunts many types of game, retrieves on land or from water, and is an affectionate companion. He has a striking, easy-care coat, but he needs plenty of vigorous exercise. If you can provide him with the mental and physical challenges he craves, he’ll be your best four-legged friend.",M,,,,,,,,,
German Spitz,"The German Spitz is one of the oldest dog breeds originating from Europe. Attentive, energetic, and devoted, these pups have some of the best qualities among any dog breed around.

German Spitzes go by several other names such as Spitz, German Spitz Mittelspitz, and Deutscher Spitz. If you’d like to bring home a dog of this breed, look for them at your local shelter or rescue. Remember, adopt a pup, and don’t shop!


These adorable pooches can make great apartment dogs due to their small stature and are suited for any type of household or family, though they have a tendency to be yappy. If you want an energetic “firecracker” dog who will keep you on your toes, alert you to any potential dangers, and love you unconditionally, this may be the right dog for you!",S,,,,,,,,,
German Wirehaired Pointer,"The German Wirehaired Pointer was developed in the late 19th and early 20th centuries to be a versatile hunting dog breed, a job at which he still excels today. He can hunt any game on any terrain and point and retrieve from land or water. His excellent nose and stamina are appreciated by hunters worldwide, and he’s also a great companion for active families who can provide an outlet for his high energy level.",L,,,,,,,,,
Giant Schnauzer,"The Giant Schnauzer was created to be a working dog breed, so he has intelligence and drive. He can be a loyal and courageous companion for the person who can provide him with the training, exercise, and attention he needs.",L,,,,,,,,,
Glen of Imaal Terrier,"The Glen of Imaal Terrier is a strong, independent dog breed named for the remote valley in Ireland where he originated. Bred to hunt fox and badger, and to keep homes free of rodents, the Glen is a skilled and cunning hunter. He’s also an affectionate family dog, gentle and loving with his people.",S,,,,,,,,,
Goberian,"The Goberian is a mixed breed dog–a cross between the Golden Retriever and Siberian Husky dog breeds. Friendly, energetic, and smart, these pups inherited some of the best qualities from both of their parents.

You can find these mixed breed dogs in shelters and breed-specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Goberian to your home!


Goberians make for great family dogs. They are extremely friendly, renowned for their good temperament, and enjoy being around people. The devoted mixed breed is an excellent companion and will come to look on you and your family as their best friends. However, you’ll need to make sure you provide adequate exercise for your Goberian to ward off any antisocial habits–this is a dog breed that loves to go hiking, jogging and take extended trips to the local dog park. Such an active breed is not a good fit for an apartment dweller.",M,,,,,,,,,
Goldador,"Loving, devoted, and energetic, Goldador mixed-breed dogs are prized for their good-natured trainability. They make great family members — a natural with kids and social with other pets — as well as valuable guide, service, and bomb detection dogs.",L,,,,,,,,,
Golden Cocker Retriever,"The Golden Cocker Retriever is a mixed breed dog–a cross between the Golden Retriever and Cocker Spaniel dog breeds. Sweet, playful, and intelligent, these pups inherited some of the best qualities from both of their parents.

Golden Cocker Retrievers also go by the names Cogol and Dakota Sport Retriever. You can find these mixed breed dogs in shelters and breed-specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a one of these sweet pups to your home!


The Golden Cocker Retriever is a super affectionate and extra playful pooch. This is a mixed breed that makes for a top notch family dog–the’ll want to be involved in all of your daily activities, whether that’s snuggling and lounging on the couch or heading out on hikes and running errands. Although speaking about activities, the Golden Cocker Retriever is an energetic breed that will require a high amount of exercise–this is not an apartment dog.",M,,,,,,,,,
Golden Mountain Dog,"The Golden Mountain Dog is a mixed breed dog–a cross between the Golden Retriever and Bernese Mountain Dog breeds. Gentle, friendly and intelligent, these pups inherited some of the best qualities from both of their parents.

You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Golden Mountain Dog to your home!


If you’re a fan of larger-than-life dogs but are also looking for a mixed breed that’s very much a gentle giant, the Golden Mountain Dog is for you. The mixed breed makes an excellent family dog and gets along great with small children and other family pets alike. They’re loyal, affectionate, highly intelligent, and willing to please. Just take note: They definitely prefer living in places where the weather is on the colder side, and definitely aren’t apartment dogs.",L,,,,,,,,,
Golden Retriever,"The Golden Retriever is one of the most popular dog breeds in the U.S. The breed’s friendly, tolerant attitude makes them fabulous family pets, and their intelligence makes them highly capable working dogs.

Golden Retrievers excel at retrieving game for hunters, tracking, sniffing out contraband for law enforcement, and as therapy and assistance dogs. They’re also natural athletes, and do well in dog sports such as agility and competitive obedience.",L,,,,,,,,,
Goldendoodle,"The Goldendoodle is a “designer dog,” a hybrid dog breed resulting from breeding a Poodle with a Golden Retriever. Like all other designer “breeds,” the Goldendoodle is not truly a breed of its own, but is a crossbreed—and in this case, a cross that is enjoying growing popularity.",M,,,,,,,,,
Gollie,"The Gollie is a mixed breed dog–a cross between the Golden Retriever and Collie dog breeds. Loving, clever, and energetic, these pups inherited some of the best qualities from both of their parents.

Gollies are also sometimes known as Golden Collies. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add one of these mixed breed dogs to your home!


Gollies totally love people and will become a loving and faithful part of your family. Beyond snuggle sessions, be aware that the breed is also a very active one. This is not an apartment dog, and walks and outdoor time need to be on the brisk and energetic side. If you like jogging or hiking, consider the Gollie to be your new training partner!",L,,,,,,,,,
Gordon Setter,"Originally bred to hunt pheasant and quail, Gordon Setters are still fine hunting companions and field trial competitors. Canines of this dog breed also compete in obedience, conformation, and agility and are a terrific family and companion dog.",L,,,,,,,,,
Great Dane,"Oh, baby! A Great Dane is truly a great dog breed — large and noble, commonly referred to as a gentle giant or as the “Apollo of dogs.” Apollo is the Greek god of the sun, the brightest fixture in the sky. The Great Dane certainly holds stature in the dog world; but though he looks terribly imposing, in reality he’s one of the best-natured dogs around. For all of his size, a Great Dane is a sweet, affectionate pet. He loves to play and is gentle with children.",M,,,,,,,,,
Great Pyrenees,"The Great Pyrenees dog breed‘s goal in life is to protect sheep, goats, livestock, people, children, grass, flowers, the moon, the lawn furniture, bird feeders, and any real or imaginary predators that may intrude on your personal space. Oh yeah, and to give, give, and give unconditional love. Anyone who has seen this stunning white dog becomes enamored. What’s not to like? He has a strong build, a beautiful, thick coat, and he exudes elegance and majesty. One look and you can see the intelligence and steady temperament that many seek in a good family dog.",L,,,,,,,,,
Greater Swiss Mountain Dog,"The Greater Swiss Mountain dog breed was developed to be an all-around working dog, herding cattle, pulling carts, and standing guard. These days, the Swissy enjoys life as a family pet, but because of his working heritage, he enjoys being busy. This powerful breed excels in all sorts of dog sports, from agility to weight pulling.",L,,,,,,,,,
Greyhound,"Greyhounds were originally bred as hunting dogs to chase hare, foxes, and deer. Canines in this dog breed can reach speeds of 40 to 45 miles per hour, making them the Ferraris of the dog world. Not surprisingly, Greyhounds made a name for themselves as racing dogs and are still used in racing today. They also participate in many other dog sports, including lure coursing, conformation, obedience, and agility. Beyond their grace and speed, people love them for their sweet, mild nature.",L,,,,,,,,,
Harrier,"Harriers originally were bred to hunt hares and foxes. Today, the dog breed isn’t especially popular, but his excellent sense of smell and tireless work ethic makes him a great fit for hunters.",M,,,,,,,,,
Havanese,"The Havanese dog breed has won many admirers with his long, silky hair, expressive eyes, and cuddly size. Bred as a companion dog to the Cuban aristocracy in the 1800s, he’s earned the nickname “Velcro dog” because he sticks so closely to his owner’s side. But don’t write him off as just a lapdog; the Havanese is trainable and surprisingly energetic, and has excelled in dog sports and canine careers ranging from circus performer to assisting the handicapped.",S,,,,,,,,,
Hokkaido,"The Hokkaido is a purebred dog from Japan. Intelligent, alert, and devoted to their families, these pooches have qualities that make them excellent companions.

The Hokkaido goes several names, including Ainu-ken, Seta, and Ainu dog. In Japan specifically, their name is shortened to Do-ken. Though this breed is somewhat rare outside of Japan, you can still find these purebred dogs in shelters and breed specific rescues, so remember to adopt! Don’t shop!


These beautiful dogs can live in apartments and townhomes, as they are a medium-sized breed. But they are also quite active and would prefer a home with a yard or nearby park where they can walk and play. Hokkaidos get along in any household type, from single folks to large families. They also get along with children when raised with them or socialized properly at an early age. They’re alert to their surroundings and completely loyal, which might make them the perfect dog for you!",M,,,,,,,,,
Horgi,"The Horgi is a mixed breed dog–a cross between the Siberian Husky and Corgi dog breeds. Small, playful and full of energy, these pups inherited some of the best qualities from both of their parents.

Horgis are also called Siborgis. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed specific rescues, so remember to adopt! Don’t shop!


These adorable pups make great additions to people and families who enjoy the great outdoors. They have a lot of energy and would thrive in an active household with a secure yard. If you like walking and would like a companion to walk with you, this may be your new best friend. They have pack-dog heritage and would fit in nicely to multiple dog homes. Read on to find out if the Horgi is the right dog for you!",S,,,,,,,,,
Ibizan Hound,"The Ibizan Hound was originally bred to hunt rabbits and small game on the Balearic island of Ibiza. Today, the Ibizan Hound dog breed is still used in that capacity in Spain and elsewhere. Ibizan Hounds also compete in lure coursing, agility, obedience, conformation, and tracking, in addition to being much-loved family companions.",S,,,,,,,,,
Icelandic Sheepdog,"Thought to be companions to the ancient Vikings, the Icelandic Sheepdog dog breed was used to protect flocks, especially lambs, from birds of prey.

They still retain the habit of watching the sky and barking at birds–as well as everything else they see or hear.",M,,,,,,,,,
Irish Red and White Setter,"The Red and White Irish Setter dog breed barely escaped extinction when most breeders began focusing on the all-red varieties. Now they’re considered a separate breed from their Irish Setter cousins. As gundogs, they’re slow to train but eventually become loyal and reliable hunters.",M,,,,,,,,,
Irish Setter,"Irish Setters originated as a gundogs in their native Ireland, and the dog breed‘s popularity soon spread, thanks to the beauty of their rich mahogany coat and their enthusiasm as bird dogs.

They’re friendly, mischievous, and inquisitive, with a high energy level. This is a bold and boisterous family friend with the potential to do well in many canine sports and activities.",L,,,,,,,,,
Irish Terrier,"The Irish Terrier dog breed was once described as the “poor man’s sentinel, the farmer’s friend, and the gentleman’s favorite.” Rugged and stouthearted, he has the advantages of a convenient size, versatile abilities as a companion, watchdog, and vermin dispatcher, and high train-ability.",M,,,,,,,,,
Irish Water Spaniel,"Whether he’s splashing after ducks or showing off in the agility ring, canines in the Irish Water Spaniel dog breed do everything with a sense of fun. Created in Ireland as a water retriever, he’s rare these days, but makes an excellent companion for active and experienced dog owners — especially if they live near a body of water.",L,,,,,,,,,
Irish Wolfhound,"The Irish Wolfhound dog breed was originally used in war to drag men off horses and chariots. He also hunted large game such as deer, boar, and wolves. Today this adaptable dog is a family companion who also competes in obedience, tracking, and lure coursing.",M,,,,,,,,,
Italian Greyhound,"The Italian Greyhound dog breed was a favorite companion of noblewomen in the Middle Ages, especially in Italy. But this small hound was more than a lap dog, having the speed, endurance, and determination to hunt small game. These days, he’s a family dog whose beauty and athleticism is admired in the show ring and in obedience, agility, and rally competitions.",S,,,,,,,,,
"
Jack Chi","The Jack Chi is a mixed breed dog–a cross between the Jack Russell Terrier and Chihuahua dog breeds. Friendly, playful, and energetic, these pups inherited some of the best qualities from both of their parents.

The Jack Chi is also sometimes called the Jackahuahua and the Jackhuahua. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add one of these pups to your home!


These adorable mixed breed dogs make great low-maintenance companions. They’re sweet and playful and always super fun to have around. Also, this mixed breed is totally fine living in apartment situations, and most are pretty quiet dogs without any yapping tendencies.",S,,,,,,,,,
Jack Russell Terrier,"Developed in England some 200 years ago to hunt foxes, the Jack Russell Terrier, also known as the Parson Russell Terrier, is a lively, independent, and clever little dog. He’s charming and affectionate, but he’s also a handful to train and manage. For experienced dog owners only!",S,,,,,,,,,
Japanese Chin,"The Japanese Chin dog breed hails from Asia, where he has been prized as a companion for more than a thousand years. He was a popular member of Chinese and Japanese imperial courts, and it was in Japan that his distinctive look was developed. This breed is elegant and dainty, mild-mannered and playful.",S,,,,,,,,,
Japanese Spitz,"The Japanese Spitz is a small family companion with the heart of a large watchdog. This breed may look similar to American Eskimo Dogs, white Pomeranians, or small Samoyeds, but Japanese Spitz dogs have their own lineages and hail from, as you might guess, Japan. Although this breed is not recognized by the American Kennel Club, it is accepted by many other kennel clubs around the world.

Japanese Spitz dogs are also intelligent, easy to train, low-maintenance, and great with children. They make good apartment dogs, so long as owners meet their exercise needs, and they have fairly low grooming needs, despite the appearance of their gorgeous, white fur. Dogs of this breed are protective of their human families, even though they are small in stature, and they are known to bark when strangers enter their territory without backing down. If you want a dog that will be a dedicated family member with spirit and personality that far exceed their physical size, the Japanese Spitz might be the pooch for you.",S,,,,,,,,,
Korean Jindo Dog,"Originating in South Korea, the Korean Jindo Dog exhibits unmatched loyalty. They are also incredibly intelligent dogs with a knack for hunting, tricks, and even agility. Fastidious and quiet indoors, they make great household pets and companions.

Jindos require strong training, patience, and plenty of long walks. However, this makes them a good fit for active individuals and families who have enough time to let their wonderful personalities shine through. If you want a faithful friend who will learn quickly and love every member of your household, then the Korean Jindo Dog may be right for you.",M,,,,,,,,,
Karelian Bear Dog,"The Karelian Bear Dog, called Karjalankarhukoira in the breed’s native Finland, is a strong, alert, and fearless breed that is capable of hunting or treeing small-to-large game–even aggressive game such as bears, lynxes, wild boars, wolves, and moose. It makes the list of the top ten most common dog breeds in Finland, where people consider the Karelian Bear Dog a national treasure.

Karelian Bear Dogs were bred to be naturally aggressive to other animals for hunting purposes. For that reason, it takes a good deal of socialization and training to keep them as household companions. Also, they have high energy and exercise requirements.


However, Karelian Bear Dogs, are extremely loyal to their human families and are very protective watchdogs. So, for an owner willing to put in the work, socialize, train diligently, and give plenty of open space and physical activity, the Karelian Bear Dog can be a calm, loving family member.",M,,,,,,,,,
Keeshond,"The Keeshond is an old dog breed, once a companion and watchdog on the barges and boats that traveled the canals and rivers of Holland in the 17th and 18th centuries. He’s almost exclusively a companion dog today. He’s a people-lover; willing to participate in all family activities, he thrives with people who expect this of their dog. He is lively, alert, and intelligent — qualities that won him status as the most beloved dog in Holland.",S,,,,,,,,,
Kerry Blue Terrier,"The Kerry Blue Terrier is the quintessential working dog. He hails from County Kerry, Ireland, where he was bred to hunt small game and birds, kill rodents, and herd sheep and cattle. Intelligent and brave, he became a cherished pet as well, displaying fierce devotion to his family or pack. While not a particularly well-known dog breed, the Kerry Blue enjoys a dedicated following of fanciers, thanks to his working abilities and loyal companionship.",M,,,,,,,,,
Komondor," His appearance might make you think he was developed to mop floors, but the Komondor has a long and noble heritage as a flock-guarding dog breed in his native Hungary. He still retains a strong protective instinct and will defend his family and property with his life.",S,,,,,,,,,
Kooikerhondje,"This good-natured hunting dog breed makes an affectionate family companion. Suspected to be an ancestor of the Nova Scota Duck Tolling Retriever, he hails from Holland and was used to lure ducks into traps for hunting or tagging. He still serves as a hunting dog, but also excels at other dog sports such as flyball.",S,,,,,,,,,
Kuvasz,"The Kuvasz is a large, white flock-guarding dog who hails from Hungary. A one-family dog, he’s protective of his people and suspicious of strangers. The Kuvasz thinks for himself and can be challenging to train.",L,,,,,,,,,
Kyi-Leo,"The Kyi-Leo is a mixed breed dog–a cross between the Maltese and Lhasa Apso dog breeds. Playful, lively, and sweet, these pups inherited some of the best qualities from both of their parents.

Kyi-Leos are also known as Maltese Lion Dogs. You can find these mixed breed dogs in shelters and breed-specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a one of these pups to your home!


Kyi-Leos are usually friendly, chatty, and always willing to join in with an upbeat play session, especially if young children are involved. Due to the breed’s long coat, they do require a little extra time and effort in the grooming department. However, they’re also hypoallergenic, so if allergies are an issue, the Kyi-Leo might be the dog for you!",S,,,,,,,,,
Lab Pointer,"The Lab Pointer is a mixed breed dog–a cross between the Labrador Retriever and Pointer dog breeds. Energetic, loyal, and intelligent, these pups inherited some of the best qualities from both of their parents.

Lab Pointers are also sometimes known as Pointerdors. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt don’t shop if you’re looking to add a Lab Pointer to your home!


The Lab Pointer is a relatively low maintenance dog–but they’re also a very athletic breed that requires a large amount of outdoor space and time. This is a dog that thrives when living with a family based in rural areas rather than being cooped up in an apartment all day. The’re smart and train well, making them a solid option for new dog owners. The’re also a loving and sociable breed who will form strong and lasting bonds with the humans in their life.",L,,,,,,,,,
Labernese,"The Labernese is a mixed breed dog–a cross between the Labrador Retriever and Bernese Mountain Dog breeds. Loving, intelligent, and friendly, these pups inherited some of the best qualities from both of their parents.

You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt don’t shop if you’re looking to add a Labernese to your home!


The Labernese is a larger-than-life breed that makes for an excellent and affectionate family pet. They’re exceptionally friendly and super social–to the point where they might actually develop separation anxiety if they’re left alone for too long. So if you have a bustling family that’s always around and active, the Labernese could be a smart addition to the home. Due to the breed’s size and energy level, they do require a lot of exercise–if you have a jogger in the house, they’ll soon become running buddies.",L,,,,,,,,,
Labmaraner,"The Labmaraner is a mixed breed dog–a cross between the Labrador Retriever and Weimaraner dog breeds. Intelligent, active, and friendly, these pups inherited some of the best qualities from both of their parents.

Labmaraners are also sometimes known as Weimadors. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Labmaraner to your home!


The Labmaraner is a loving and social dog who will be a huge hit with large families. The breed loves human companionship, but they don’t like being left alone for long periods of time, and in some cases, separation anxiety can even take root. The breed does best with an active family with the time and space to involve a dog in most of their activities. While some Labmaraners have been known to display stubborn tendencies, in general they are smart, easy-to-train dogs.",L,,,,,,,,,
Labrabull,"The Labrabull is a mixed breed dog–a cross between the American Pit Bull Terrier and the Labrador Retriever dog breeds. Medium in size, energetic, and loyal, these pups inherited some of the best qualities from both of their parents.

Labrabulls are also called Pitadors. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed specific rescues, so remember to adopt! Don’t shop!


These sweet-natured pups are best suited for level two dog parents, so dog owning experience is recommended. While most owners don’t consider them to be yappy, they will alert when people approach your door. If you want a loving, loyal and energetic dog who will protect and love you unconditionally, this mixed breed may be the answer. Read on to find out if the Labrabull is going to be your next fur baby.",M,,,,,,,,,
Labradane,"The Labradane is a mixed breed dog–a cross between the Labrador Retriever and Great Dane dog breeds. Loyal, affectionate, and playful, these pups inherited some of the best qualities from both of their parents.

You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop if you’re looking to add a Labradane to your home!


Labradanes are renowned for being gentle giants who form loving bonds with adults and children alike. The breed is super social and will always be down to hang out with you. The dog’s extra large size makes them an eye-catching hit with passersby when you’re out for a walk. Just remember that this is a very big dog, and you’re going to need adequate space both inside your home and also outside for exercise.",L,,,,,,,,,
Labradoodle,"t’s not surprising that the Labradoodle has gained such popularity so quickly. Originally developed to be hypoallergenic guide dogs, the first planned crosses of Poodles and Labrador Retrievers were arranged by the Royal Guide Dogs Association of Australia.

The result was a smart and sociable dog who not only possessed a nature appropriate for guide dogs but also had a low-shedding coat. While the hybrid is not yet achieving consistent results in coat or temperament, they’re wildly popular and affectionate dogs.


Some of these mixed breed dogs end up in shelters or rescues, so make sure you adopt! Don’t shop if you want to bring one of these loving, faithful, and adorable mixed breed dogs into your home!",M,,,,,,,,,
Labrador Retriever,"The Labrador Retriever was bred to be both a friendly companion and a useful working dog breed. Historically, they earned their keep as a fisherman’s helper: hauling nets, fetching ropes, and retrieving fish from the chilly North Atlantic.

Today’s Lab is as good-natured and hardworking as their ancestors, and they’re also America’s most popular breed. Modern Labs work as retrievers for hunters, assistance dogs, show competitors, and search and rescue dogs, among other canine jobs.",M,,,,,,,,,
Labrastaff,"The Labrastaff is a mixed breed dog–a cross between the Labrador Retriever and Staffordshire Bull Terrier dog breeds. Athletic, loyal, and intelligent, these pups inherited some of the best qualities from both of their parents.

Labrastaffs are also sometimes known as Staffadors and Staffy Labs. You can find these mixed breed dogs in shelters and breed-specific rescues, so remember to always adopt! Don’t shop if you’re looking to add one of these dogs to your home.

The Labrastaff is a dog with a lot of energy and athletic prowess. If you’re an outdoorsy type of family, this dog will love coming along on errands and trips to parks or hiking areas. They’re loyal to their family and will strike up strong bonds with the kids in a household. True to the dog’s social nature, they don’t enjoy being alone for long periods of time and may get into mischief if you leave them alone at home or in a yard. So ensure family members are around the Labrastaff as much as possible.",M,,,,,,,,,
Labsky,"The Labsky is a mixed breed dog–a cross between the Labrador Retriever and Siberian Husky dog breeds. Active, smart, and loyal, these pups inherited some of the best qualities from both of their parents.

Labskies also go by the name Huskador. Despite their high-end image, you can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don’t shop!


These adorable canines make for super loyal and devoted family pets, and they’re usually very easy to train and quick to learn new commands. But a heads up: Labskies are dogs who like to remain active, so be prepared for lots of extra long walks. Often seen as smarter than the average dog, Labskies also benefit from interactive dog toys.",L,,,,,,,,,
Lagotto Romagnolo,"Lagotto Romagnolo means “lake dog from Romagna,” which is a good name for this breed, considering these dogs were originally bred to help hunt waterfowl through the wet marshlands of Romagna in Italy. They are also known as Italian Water Dogs and Romagna Water Dogs. Today, with many of the marshlands of the breed’s homeland drained, these dogs have found a new purpose in truffle hunting. Owners can easily train them to use their super noses for scent work, and Lagottos’ thick coats help them stay warm in fall and winter while protecting them from thorns and debris as they run through forests.

They are the only dogs bred for the specific purpose of truffle hunting in modern times, and their keen sense of smell and natural tendency to dig make them experts at the task. Lagotto Romagnolos can also make loving, active, easygoing household pets with few demands. Their hypoallergenic coats are good for allergy sufferers, though those coats require a good deal of maintenance. So, if you are capable of keeping up with grooming and brushing and you want a dedicated, easily-trained family companion–or someone to help you hunt for delicious truffles–the Lagotto Romagnolo may be a great dog for you.

",M,,,,,,,,,
Lakeland Terrier,Lakeland Terriers were originally bred to hunt and kill the foxes that preyed on sheep during the lambing season in Northern England’s Lake District.,,,,,,,,,,
Lancashire Heeler,"The Lancashire Heeler was once used to drive livestock to market and hunt rats and rabbits at home, but is now a popular companion dog breed in their native Britain.",,,,,,,,,,
Leonberger,"This jumbo-sized dog breed is a mix of Newfie, longhaired Saint Bernard, and Great Pyrenees.

They need a good deal of exercise, attention, and space, but with the right owner, they can be a friend like no other. With their lion-like looks and deep bark, they make for an intimidating watch dog.",,,,,,,,,,
Lhasa Apso,"The Lhasa Apso dog breed is originally from Tibet, where he was a highly regarded watchdog in the palaces and monasteries of his mountainous homeland. Today’s Lhasa is no longer a palace guard but primarily a family companion who loyally protects his family from danger. Though small in stature, the Lhasa is a sturdy and independent dog.",S,,,,,,,,,
Lowchen,"The Lowchen is a toy dog breed that was developed as a companion dog and still finds itself in this role today. Active and smart, they do very well in dog competitions such as obedience and agility, and surpass the expectations that many have for a family companion.",,,,,,,,,,
Maltese,"A dog breed who’s gentle and fearless, the Maltese greets everyone as a friend. His glamorous white coat gives him a look of haughty nobility, but looks can be deceiving. This is a sprightly, vigorous dog who excels not only as a companion but also as a therapy dog and competitor in such dog sports as agility, obedience, rally, and tracking. But most of all, he loves to be with his people.",,,,,,,,,,
Maltese Shih Tzu,"The Maltese Shih Tzu, also known as the Mal-Shi, Malti zu, and the Malt-Tzu, is a dog breed hybrid. One of the few “designer dogs” not originating with a Poodle, and therefore not one of the ubiquitous “Poo” or “Doodle” hybrids, the adaptable Maltese Shih Tzu is an adorable, sweet little guy with a long name. Created with the same goal as the Doodles — to be a small companion who doesn’t shed much and is therefore more appropriate for people with allergies — the Maltese Shih Tzu is a classic cross, a sweet lapdog who likes to play with the kids.",S,,,,,,,,,
Maltipoo,"Not actually a dog breed per se, the Maltipoo is a popular cross of the Maltese and Poodle, known for his fun-loving and affectionate nature. Active and charming, he can fit into all kinds of homes and families: apartment or house, family with kids or elderly single.",,,,,,,,,,
Manchester Terrier,"This lively, spirited dog breed is a true terrier. Bred in Manchester, England, for the common man’s sports of rat killing and rabbit coursing, he’s got game and he loves to show it. The Gentleman’s Terrier (as he is known in Victorian England) is not a sparring dog but loves a good chase, making him a flyball and agility rock star.

Though his looks suggest a miniature Doberman Pinscher or a large Miniature Pinscher, the Manchester Terrier is his own canine. A wee dog with a strong bark, he’s got personality to burn: loyal, hearty, and a terrific watchdog who adores hanging out with his people. Among terriers, the Manchester is known to be one of the more well-mannered and responsive breeds and today spends his time as a terrific companion who can hold up his end of the conversation.",L,,,,,,,,,
Mastador,"The Mastador is a mixed breed dog–a cross between the Mastiff and Labrador Retriever dog breeds. Large, energetic, and lovable, these pups inherited some of the best qualities from both of their parents.

Mastador can also be spelled Mastidor. Despite their unfortunate status as a designer breed, you can find these mixed-breed dogs in shelters and breed-specific rescues, so remember to adopt! Don’t shop!


These are great guard, hunting and family companion dogs. They’d do well in a family home with or without a yard. If you want a wonderful companion dog and family protector to love you unconditionally, read on to find out if this is the right kind of dog for you!",L,,,,,,,,,
Mastiff,"The Mastiff is one of the most ancient types of dog breeds. His ancestor, the molossus, was known 5,000 years ago. Then, he was a ferocious war dog, very different from the benevolent behemoth that he is today. He makes a fine companion for anyone who can accommodate his great size and doesn’t mind a little drool slung here and there.",,,,,,,,,,
